100,1.30539,0.00584448
110,1.19227,0.00733696
121,1.15543,0.0301875
134,1.17069,0.0146074
148,1.09624,0.0912333
163,1.18463,0.0158669
180,1.13815,0.0559181
198,1.13476,-0.0699085
218,1.07252,0.0264346
240,1.1432,0.067159
264,1.15919,0.00305152
291,1.17489,0.0303258
321,1.16238,0.0302106
354,1.14835,0.0615219
390,1.0826,0.0295757
429,1.15798,0.0151782
472,1.20228,0.0615091
520,1.14419,0.00433664
572,1.14191,0.026752
630,1.20038,0.118382
693,1.07741,0.0275994
763,1.16935,0.0521984
840,1.16373,0.0269414
924,1.15315,0.0309325
1017,1.30548,0.043392
1119,1.14095,0.0200653
1231,1.05491,-0.0263142
1355,1.1081,0.038039
1491,1.16039,0.0749978
1641,1.16914,0.0161024
1806,1.15847,0.0409984
1987,1.16528,0.0326093
2186,1.09716,0.0182656
2405,1.12101,0.0323354
2646,1.17911,0.0760448
2911,1.15971,0.0331469
3203,1.15639,0.0417382
3524,1.19811,-0.00800256
3877,1.07728,0.0364186
4265,1.13751,0.0356864
4692,1.1728,0.0683955
5162,1.15472,0.0295398
5679,1.14128,0.0401101
6247,1.20771,0.0696678
6872,1.06302,0.0290253
7560,1.06834,0.0500966
8316,1.15234,0.0567987
9148,1.14766,0.05472
10063,1.15893,0.0277555
11070,1.1674,0.0348979
12177,1.06946,0.0363955
13395,1.15637,0.0312602
14735,1.19866,0.0612685
16209,1.16585,0.0431744
17830,1.1556,0.0651955
19613,1.19165,0.00387072
21575,1.12469,0.0274509
23733,1.25651,0.0439629
26107,1.17294,0.0297779
28718,1.17245,0.0392371
31590,1.22859,0.0922726
34749,1.29273,0.0121242
38224,1.36274,0.029399
42047,1.48682,0.0617344
46252,1.70904,0.0068096
50878,1.79063,0.0213376
55966,1.85911,0.0360166
61563,2.02221,0.0279322
67720,1.993,0.020736
74492,2.11438,0.0324941
81942,2.18373,0.100979
90137,2.26674,0.0284493
99151,2.35691,0.0145408
109067,2.37024,0.0420685
119974,2.63305,0.0819277
131972,2.60746,0.158577
145170,2.70927,0.0436506
159687,2.94865,0.0381491
175656,3.30738,0.106468
193222,3.50203,0.0691482
212545,3.57711,-0.0337766
233800,4.14968,0.0284211
257180,3.50248,0.0543718
282898,4.65217,0.078912
311188,5.35072,0.0413568
342307,5.14659,0.0275379
376538,6.07219,0.0301875
414192,5.44543,0.00968192
455612,7.04862,0.042583
501174,7.35137,0.00231936
551292,8.01809,0.00560384
606422,8.44845,0.0318106
667065,7.2839,0.0402509
733772,8.70723,0.026775
807150,9.4202,0.0330138
887865,9.65429,-0.0408141
976652,8.74868,0.0393984
1074318,10.0628,0.0378266
1181750,8.57475,0.0756762
1299925,10.0096,0.0678554
1429918,10.9277,0.0233139
1572910,10.1253,0.045568
1730201,9.08822,0.0106368
1903222,10.7553,0.0441395
2093545,10.0911,0.00535808
2302900,9.8812,0.110728
2533190,9.5704,0.139374
2786509,9.56052,0.029545
3065160,9.77727,0.038615
3371676,10.0153,0.0808832
3708844,10.9798,0.0211533
4079729,9.77667,-0.0650803
4487702,10.3967,0.0717798
4936473,10.9505,0.0457395
5430121,10.7313,0.0587443
5973133,14.3378,0.0248192
6570447,12.0079,0.0675507
7227492,10.4501,0.0423296
7950242,21.4206,0.0916864
8745266,14.4697,0.0498688
9619793,14.8662,0.09536
10581773,28.8699,0.0696448
11639951,23.6155,0.106749
12803946,30.0287,0.165271
14084341,29.702,0.144899
15492775,33.8225,0.150525
17042052,35.8356,0.15639
18746258,38.4894,0.152607
20620884,41.0239,0.10678
22682972,43.0513,0.158472
24951270,45.5685,0.146222
27446398,46.9678,0.175908
30191038,48.2595,0.160492
33210142,49.9506,0.159985
36531156,51.9289,0.162788
40184272,53.3443,0.123712
44202700,53.7574,0.160435
48622972,54.5962,0.18496
53485272,55.5159,0.120159
58833800,56.1642,0.185751
64717180,56.9714,0.169943
71188896,58.7328,0.186557
78307784,58.7357,0.189952
86138568,59.4934,0.075543
94752424,60.3381,0.192248
104227672,61.5838,0.159304
114650440,61.5569,0.169359
126115488,61.9242,0.153382
138727040,62.3998,0.185306
152599744,62.9267,0.154173
167859728,63.3411,0.181819
184645712,63.6402,0.180836
203110288,63.7979,0.17577
223421328,64.28,0.156472
245763472,64.4753,0.145774
270339840,65.1867,0.194619
297373824,65.1128,0.115482
327111200,65.2266,0.174272
359822336,65.4407,0.176351
395804576,65.5895,0.180086
435385056,65.6964,0.185772
478923584,65.8882,0.165386
526815968,66.1331,0.13612
579497600,66.1371,0.122957
637447360,66.0847,0.190935
701192128,66.159,0.191908
771311360,66.3549,0.110984
848442496,66.4726,0.155041
933286784,66.6636,0.190629
1026615488,66.619,0.133038
1129277056,66.7471,0.135516
1242204800,67.5109,-0.0724595
1366425344,67.4986,0.157992
1503067904,67.4836,0.148112
1653374720,67.7685,0.100874
